version,section_code,section_label,division_code,division_label,group_code,group_label,class_code,class_label,subclass_code,subclass_label,notes_include,notes_exclude,source_url,source_reference
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.3,Reproduction de plantes,01.30,Reproduction de plantes,01.30Y,Reproduction de plantes,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.30Y,Insee — NAF 2025 — sous-classe 01.30Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.41,Élevage de vaches laitières,01.41Y,Élevage de vaches laitières,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.41Y,Insee — NAF 2025 — sous-classe 01.41Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.42,Élevage d’autres bovins et de buffles,01.42Y,Élevage d’autres bovins et de buffles,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.42Y,Insee — NAF 2025 — sous-classe 01.42Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.43,Élevage de chevaux et d’autres équidés,01.43Y,Élevage de chevaux et d’autres équidés,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.43Y,Insee — NAF 2025 — sous-classe 01.43Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.44,Élevage de chameaux et d’autres camélidés,01.44Y,Élevage de chameaux et d’autres camélidés,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.44Y,Insee — NAF 2025 — sous-classe 01.44Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.45,Élevage d’ovins et de caprins,01.45Y,Élevage d’ovins et de caprins,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.45Y,Insee — NAF 2025 — sous-classe 01.45Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.46,Élevage de porcins,01.46Y,Élevage de porcins,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.46Y,Insee — NAF 2025 — sous-classe 01.46Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.47,Élevage de volailles,01.47Y,Élevage de volailles,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.47Y,Insee — NAF 2025 — sous-classe 01.47Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.48,Élevage d’autres animaux,01.48G,Apiculture,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.48G,Insee — NAF 2025 — sous-classe 01.48G
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.48,Élevage d’autres animaux,01.48H,Élevage d'autres animaux destinés à la consommation,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.48H,Insee — NAF 2025 — sous-classe 01.48H
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.48,Élevage d’autres animaux,01.48J,Élevage d'animaux de compagnie et d'autres animaux n.c.a.,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.48J,Insee — NAF 2025 — sous-classe 01.48J
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.5,Culture et élevage associés,01.50,Culture et élevage associés,01.50Y,Culture et élevage associés,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.50Y,Insee — NAF 2025 — sous-classe 01.50Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.6,Activités de soutien à l’agriculture et traitement primaire des récoltes,01.61,Activités de soutien aux cultures,01.61Y,Activités de soutien aux cultures,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.61Y,Insee — NAF 2025 — sous-classe 01.61Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.6,Activités de soutien à l’agriculture et traitement primaire des récoltes,01.62,Activités de soutien à la production animale,01.62Y,Activités de soutien à la production animale,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.62Y,Insee — NAF 2025 — sous-classe 01.62Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.6,Activités de soutien à l’agriculture et traitement primaire des récoltes,01.63,Traitement primaire des récoltes et traitement des semences,01.63Y,Traitement primaire des récoltes et traitement des semences,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.63Y,Insee — NAF 2025 — sous-classe 01.63Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",01,"Culture et production animale, chasse et services annexes",01.7,"Chasse, piégeage et activités de service connexes",01.70,"Chasse, piégeage et activités de service connexes",01.70Y,"Chasse, piégeage et activités de service connexes",,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/01.70Y,Insee — NAF 2025 — sous-classe 01.70Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",02,Sylviculture et exploitation forestière,02.1,Sylviculture et autres activités forestières,02.10,Sylviculture et autres activités forestières,02.10Y,Sylviculture et autres activités forestières,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/02.10Y,Insee — NAF 2025 — sous-classe 02.10Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",02,Sylviculture et exploitation forestière,02.2,Exploitation forestière,02.20,Exploitation forestière,02.20Y,Exploitation forestière,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/02.20Y,Insee — NAF 2025 — sous-classe 02.20Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",02,Sylviculture et exploitation forestière,02.3,Récolte de produits forestiers non ligneux poussant à l’état sauvage,02.30,Récolte de produits forestiers non ligneux poussant à l’état sauvage,02.30Y,Récolte de produits forestiers non ligneux poussant à l’état sauvage,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/02.30Y,Insee — NAF 2025 — sous-classe 02.30Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",02,Sylviculture et exploitation forestière,02.4,Activités de soutien à l’exploitation forestière,02.40,Activités de soutien à l’exploitation forestière,02.40Y,Activités de soutien à l’exploitation forestière,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/02.40Y,Insee — NAF 2025 — sous-classe 02.40Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",03,Pêche et aquaculture,03.1,Pêche,03.11,Pêche en mer,03.11Y,Pêche en mer,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/03.11Y,Insee — NAF 2025 — sous-classe 03.11Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",03,Pêche et aquaculture,03.1,Pêche,03.12,Pêche en eau douce,03.12Y,Pêche en eau douce,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/03.12Y,Insee — NAF 2025 — sous-classe 03.12Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",03,Pêche et aquaculture,03.2,Aquaculture,03.21,Aquaculture en mer,03.21Y,Aquaculture en mer,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/03.21Y,Insee — NAF 2025 — sous-classe 03.21Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",03,Pêche et aquaculture,03.2,Aquaculture,03.22,Aquaculture en eau douce,03.22Y,Aquaculture en eau douce,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/03.22Y,Insee — NAF 2025 — sous-classe 03.22Y
NAF 2025,A,"AGRICULTURE, SYLVICULTURE ET PÊCHE",03,Pêche et aquaculture,03.3,Activités de soutien à la pêche et l’aquaculture,03.30,Activités de soutien à la pêche et l’aquaculture,03.30Y,Activités de soutien à la pêche et l’aquaculture,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/03.30Y,Insee — NAF 2025 — sous-classe 03.30Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,05,Extraction de houille et de lignite,05.1,Extraction de houille,05.10,Extraction de houille,05.10Y,Extraction de houille,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/05.10Y,Insee — NAF 2025 — sous-classe 05.10Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,05,Extraction de houille et de lignite,05.2,Extraction de lignite,05.20,Extraction de lignite,05.20Y,Extraction de lignite,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/05.20Y,Insee — NAF 2025 — sous-classe 05.20Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,06,Extraction d’hydrocarbures,06.1,Extraction de pétrole brut,06.10,Extraction de pétrole brut,06.10Y,Extraction de pétrole brut,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/06.10Y,Insee — NAF 2025 — sous-classe 06.10Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,06,Extraction d’hydrocarbures,06.2,Extraction de gaz naturel,06.20,Extraction de gaz naturel,06.20Y,Extraction de gaz naturel,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/06.20Y,Insee — NAF 2025 — sous-classe 06.20Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,07,Extraction de minerais métalliques,07.1,Extraction de minerais de fer,07.10,Extraction de minerais de fer,07.10Y,Extraction de minerais de fer,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/07.10Y,Insee — NAF 2025 — sous-classe 07.10Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,07,Extraction de minerais métalliques,07.2,Extraction de minerais de métaux non ferreux,07.21,Extraction de minerais d’uranium et de thorium,07.21Y,Extraction de minerais d’uranium et de thorium,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/07.21Y,Insee — NAF 2025 — sous-classe 07.21Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,07,Extraction de minerais métalliques,07.2,Extraction de minerais de métaux non ferreux,07.29,Extraction d’autres minerais de métaux non ferreux,07.29Y,Extraction d’autres minerais de métaux non ferreux,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/07.29Y,Insee — NAF 2025 — sous-classe 07.29Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,08,Autres industries extractives,08.1,"Extraction de pierres, de sables et d’argiles",08.11,"Extraction de pierres ornementales, de calcaire industriel, de gypse, d’ardoise et d’autres pierres",08.11Y,"Extraction de pierres ornementales, de calcaire industriel, de gypse, d’ardoise et d’autres pierres",,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/08.11Y,Insee — NAF 2025 — sous-classe 08.11Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,08,Autres industries extractives,08.1,"Extraction de pierres, de sables et d’argiles",08.12,"Exploitation de gravières et sablières, extraction d’argiles et de kaolin",08.12Y,"Exploitation de gravières et sablières, extraction d’argiles et de kaolin",,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/08.12Y,Insee — NAF 2025 — sous-classe 08.12Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,08,Autres industries extractives,08.9,Activités extractives n.c.a.,08.91,Extraction de minéraux chimiques et d’engrais minéraux,08.91Y,Extraction de minéraux chimiques et d’engrais minéraux,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/08.91Y,Insee — NAF 2025 — sous-classe 08.91Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,08,Autres industries extractives,08.9,Activités extractives n.c.a.,08.92,Extraction de tourbe,08.92Y,Extraction de tourbe,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/08.92Y,Insee — NAF 2025 — sous-classe 08.92Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,08,Autres industries extractives,08.9,Activités extractives n.c.a.,08.93,Production de sel,08.93Y,Production de sel,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/08.93Y,Insee — NAF 2025 — sous-classe 08.93Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,08,Autres industries extractives,08.9,Activités extractives n.c.a.,08.99,Autres activités extractives n.c.a.,08.99Y,Autres activités extractives n.c.a.,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/08.99Y,Insee — NAF 2025 — sous-classe 08.99Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,09,Activités de soutien aux industries extractives,09.1,Activités de soutien à l’extraction d’hydrocarbures,09.10,Activités de soutien à l’extraction d’hydrocarbures,09.10Y,Activités de soutien à l’extraction d’hydrocarbures,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/09.10Y,Insee — NAF 2025 — sous-classe 09.10Y
NAF 2025,B,INDUSTRIES EXTRACTIVES,09,Activités de soutien aux industries extractives,09.9,Activités de soutien aux autres industries extractives,09.90,Activités de soutien aux autres industries extractives,09.90Y,Activités de soutien aux autres industries extractives,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/09.90Y,Insee — NAF 2025 — sous-classe 09.90Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.1,Transformation et conservation de la viande et préparation de produits à base de viande,10.11,"Transformation et conservation de la viande, à l’exception de la viande de volaille",10.11Y,"Transformation et conservation de la viande, à l’exception de la viande de volaille",,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.11Y,Insee — NAF 2025 — sous-classe 10.11Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.1,Transformation et conservation de la viande et préparation de produits à base de viande,10.12,Transformation et conservation de la viande de volaille,10.12Y,Transformation et conservation de la viande de volaille,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.12Y,Insee — NAF 2025 — sous-classe 10.12Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.1,Transformation et conservation de la viande et préparation de produits à base de viande,10.13,Préparation de produits à base de viande et viande de volaille,10.13G,Préparation industrielle de produits à base de viande,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.13G,Insee — NAF 2025 — sous-classe 10.13G
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.1,Transformation et conservation de la viande et préparation de produits à base de viande,10.13,Préparation de produits à base de viande et viande de volaille,10.13H,Préparation de produits à base de viande associée à leur vente au détail,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.13H,Insee — NAF 2025 — sous-classe 10.13H
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.2,"Transformation et conservation de poisson, de crustacés et de mollusques",10.20,"Transformation et conservation de poisson, de crustacés et de mollusques",10.20Y,"Transformation et conservation de poisson, de crustacés et de mollusques",,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.20Y,Insee — NAF 2025 — sous-classe 10.20Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.3,Transformation et conservation de fruits et légumes,10.31,Transformation et conservation de pommes de terre,10.31Y,Transformation et conservation de pommes de terre,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.31Y,Insee — NAF 2025 — sous-classe 10.31Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.3,Transformation et conservation de fruits et légumes,10.32,Préparation de jus de fruits et légumes,10.32Y,Préparation de jus de fruits et légumes,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.32Y,Insee — NAF 2025 — sous-classe 10.32Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.3,Transformation et conservation de fruits et légumes,10.39,Autre transformation et conservation de fruits et légumes,10.39G,Autre transformation et conservation de légumes,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.39G,Insee — NAF 2025 — sous-classe 10.39G
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.3,Transformation et conservation de fruits et légumes,10.39,Autre transformation et conservation de fruits et légumes,10.39H,Autre transformation et conservation de fruits,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.39H,Insee — NAF 2025 — sous-classe 10.39H
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.4,Fabrication d’huiles et graisses végétales et animales,10.41,Fabrication d’huiles et graisses,10.41Y,Fabrication d’huiles et graisses,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.41Y,Insee — NAF 2025 — sous-classe 10.41Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.4,Fabrication d’huiles et graisses végétales et animales,10.42,Fabrication de margarine et graisses comestibles similaires,10.42Y,Fabrication de margarine et graisses comestibles similaires,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.42Y,Insee — NAF 2025 — sous-classe 10.42Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.5,Fabrication de produits laitiers et de glace alimentaire,10.51,Fabrication de produits laitiers,10.51G,"Fabrication de lait liquide, crèmes de lait et laits fermentés",,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.51G,Insee — NAF 2025 — sous-classe 10.51G
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.5,Fabrication de produits laitiers et de glace alimentaire,10.51,Fabrication de produits laitiers,10.51H,Fabrication de fromage,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.51H,Insee — NAF 2025 — sous-classe 10.51H
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.5,Fabrication de produits laitiers et de glace alimentaire,10.51,Fabrication de produits laitiers,10.51J,Fabrication de beurre et d'autres produits laitiers,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.51J,Insee — NAF 2025 — sous-classe 10.51J
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.5,Fabrication de produits laitiers et de glace alimentaire,10.52,Fabrication de crèmes glacées et autres glaces alimentaires,10.52Y,Fabrication de crèmes glacées et autres glaces alimentaires,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.52Y,Insee — NAF 2025 — sous-classe 10.52Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.6,Travail des grains ; fabrication de produits amylacés,10.61,Travail des grains,10.61G,Meunerie,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.61G,Insee — NAF 2025 — sous-classe 10.61G
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.6,Travail des grains ; fabrication de produits amylacés,10.61,Travail des grains,10.61H,Autres activités du travail des grains,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.61H,Insee — NAF 2025 — sous-classe 10.61H
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.6,Travail des grains ; fabrication de produits amylacés,10.62,Fabrication de produits amylacés,10.62Y,Fabrication de produits amylacés,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.62Y,Insee — NAF 2025 — sous-classe 10.62Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.71,Fabrication de pain ; fabrication de pâtisserie fraîche,10.71G,Fabrication industrielle de pain et de pâtisserie fraîche,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.71G,Insee — NAF 2025 — sous-classe 10.71G
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.71,Fabrication de pain ; fabrication de pâtisserie fraîche,10.71H,Fabrication de pain et d'autres produits de boulangerie-pâtisserie associée à leur vente au détail,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.71H,Insee — NAF 2025 — sous-classe 10.71H
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.71,Fabrication de pain ; fabrication de pâtisserie fraîche,10.71J,Fabrication de pâtisserie fraîche associée à sa vente au détail,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.71J,Insee — NAF 2025 — sous-classe 10.71J
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.72,"Fabrication de biscuits, biscottes et pâtisseries de conservation",10.72Y,"Fabrication de biscuits, biscottes et pâtisseries de conservation",,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.72Y,Insee — NAF 2025 — sous-classe 10.72Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.73,Fabrication de pâtes alimentaires,10.73Y,Fabrication de pâtes alimentaires,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.73Y,Insee — NAF 2025 — sous-classe 10.73Y
NAF 2025,C,INDUSTRIE MANUFACTURIÈRE,10,Industries alimentaires,10.8,Fabrication d’autres produits alimentaires,10.81,Fabrication de sucre,10.81Y,Fabrication de sucre,,,https://www.insee.fr/fr/metadonnees/naf2025/sousClasse/10.81Y,Insee — NAF 2025 — sous-classe 10.81Y
